3602;ESCOLA DE APLICACAO DA UFPA;BELEM;PA;Federal;80% ou mais;Alto;552,71;557,21;512,04;536,99;604,61;615,15
3603;COLEGIO CORACAO IMACULADO DE MARIA;RUSSAS;CE;Privada;80% ou mais;Médio Alto;552,71;553,34;534,13;530,62;592,74;606,23
3604;COLEGIO ROMANO SAO MATEUS;PORTO ALEGRE;RS;Privada;De 60% a 80%;Alto;552,7;574,78;496,45;533,32;606,23;573,85
3605;INSTITUTO PROFIS MARIA AUXILIADORA;RECIFE;PE;Privada;80% ou mais;Muito Alto;552,65;549,25;533,86;527,23;600,27;619,62
3606;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA - CAMPUS IRECE;IRECE;BA;Federal;80% ou mais;Médio;552,65;549,62;533,6;529;598,38;609,84
3607;SENAI SC SAO JOSE;SAO JOSE;SC;Privada;De 40% a 60%;Alto;552,63;544,53;553,96;527,04;584,99;555,5
3608;INST FED DE EDUC CIENCIA E TECNOLOGIA DO AMAPA-CAMPUS MACAPA;MACAPA;AP;Federal;80% ou mais;Médio;552,6;555,17;536,55;520,81;597,87;594,38
3609;LEONOR MENDES DE BARROS DONA COLEGIO;SAO BERNARDO DO CAMPO;SP;Privada;De 60% a 80%;Muito Alto;552,55;554,15;538,42;536,14;581,5;586,27
3610;COLEGIO NOSSA SRA AUXILIADORA - ESC DE 1 E 2;BAGE;RS;Privada;De 60% a 80%;Muito Alto;552,52;556,4;543,44;524,86;585,39;607,06
3611;CENTRO EDUCACIONAL DE ITAIPAVA;PETROPOLIS;RJ;Privada;80% ou mais;Muito Alto;552,52;561,32;542,43;526,13;580,2;586,09
3612;SESI 409 CENTRO EDUCACIONAL;JUNDIAI;SP;Privada;80% ou mais;Alto;552,5;561,77;539,61;516,25;592,36;615,45
3613;COLEGIO ADVENTISTA SAO JOSE DOS PINHAIS - EIEFEM;SAO JOSE DOS PINHAIS;PR;Privada;De 60% a 80%;Alto;552,49;523,13;571,34;535,61;579,86;553,71
3614;CENTRO EDUCACIONAL SHALLON;GOIANIA;GO;Privada;80% ou mais;Alto;552,45;554,48;537,62;525,28;592,43;609,19
3615;POSITIVO T BORBA COL - EDUC INF ENS FUND ENS MED;TELEMACO BORBA;PR;Privada;De 60% a 80%;Muito Alto;552,43;539,51;543,99;540,42;585,8;572
3616;COLEGIO SANTA CLARA;GOIANIA;GO;Privada;De 60% a 80%;Alto;552,42;562,05;514,38;543,42;589,84;681,33
3617;COLEGIO RENOVACAO;VITORIA;ES;Privada;De 60% a 80%;Muito Alto;552,41;556,79;540,01;522,29;590,55;493
3618;COLEGIO MODELO OS PEQUENINOS;PALMEIRAS DE GOIAS;GO;Privada;De 60% a 80%;Médio Alto;552,41;544,9;546,56;539,39;578,77;525,29
3619;PRESIDENTE VENCESLAU ESCOLA COOPERATIVA DE;PRESIDENTE VENCESLAU;SP;Privada;De 40% a 60%;Muito Alto;552,4;554,92;536,84;528,54;589,29;630
3620;ESCOLA MAPPE - MODERNA ASSOCIACAO PONTAPORANENSE DE ENSINO;PONTA PORA;MS;Privada;80% ou mais;Muito Alto;552,4;544,84;560,97;537,4;566,38;551,2
3621;FRANCISCA S DAMASCO PROFA EEI E EF E MEDIO;CACAPAVA;SP;Privada;De 60% a 80%;Muito Alto;552,38;558,32;540,04;519,98;591,19;625,33
3622;CENTRO EDUC LABOR DE CORDEIRO - CELC;CORDEIRO;RJ;Privada;80% ou mais;Alto;552,38;542,18;552,88;537,05;577,4;615
3623;PALMITAL CENTRO EDUCACIONAL DE;PALMITAL;SP;Privada;80% ou mais;Muito Alto;552,35;543,65;541,12;532,47;592,18;463,33
3624;SESI 403 CENTRO EDUCACIONAL;CAMPINAS;SP;Privada;80% ou mais;Alto;552,35;542,91;549,95;536,72;579,82;610,88
3625;ESC MARIA REGUEIRA DOS SANTOS;COELHO NETO;MA;Privada;80% ou mais;Médio;552,31;541,04;521,13;549,04;598,02;634,4
3626;COL SANTA TEREZINHA;BRASILIA;DF;Privada;De 60% a 80%;Muito Alto;552,31;564,23;545,37;519,03;580,59;564,49
3627;COLEGIO STELLA MARIS;LAGUNA;SC;Privada;80% ou mais;Alto;552,29;538,86;538,3;546,83;585,17;576,67
3628;COLEGIO VETOR;CALDAS NOVAS;GO;Privada;De 60% a 80%;Alto;552,27;552,53;538,59;527,88;590,07;612,63
3629;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS MACAU;MACAU;RN;Federal;80% ou mais;Médio;552,25;552,99;553,54;525,05;577,41;608,65
3630;INSTITUTO NOSSA SENHORA DE LOURDES;PETROPOLIS;RJ;Privada;De 60% a 80%;Alto;552,23;525,1;553,58;535,76;594,46;570
3631;COLEGIO IDEAL;TANGARA DA SERRA;MT;Privada;De 60% a 80%;Muito Alto;552,22;532,69;558,2;533,72;584,25;617,78
3632;ADAIL NUNES DA SILVA DR ETEC;TAQUARITINGA;SP;Estadual;80% ou mais;Médio Alto;552,21;551,78;541,52;529,97;585,58;554,31
3633;CANTAREIRA ENSINO MEDIO COLEGIO UNIDADE II;SAO PAULO;SP;Privada;Menos de 20%;Muito Alto;552,19;557,79;540,38;524,25;586,32;556,67
3634;ESC DE EDUC BASICA DON LUIS GUANELLA;PORTO ALEGRE;RS;Privada;80% ou mais;Muito Alto;552,18;552,66;540,93;528,47;586,66;554,87
3635;INSTITUTO DE EDUCACAO SAO JOSE;MONTENEGRO;RS;Privada;80% ou mais;Muito Alto;552,17;569,29;532,98;511,06;595,35;607,37
3636;ESC DE ED BASICA DA UNIDAVI;RIO DO SUL;SC;Privada;De 60% a 80%;Muito Alto;552,15;562,21;536,72;525,18;584,5;601,6
3637;INSTITUTO FEDERAL FARROUPILHA - CAMPUS SANTO AUGUSTO;SANTO AUGUSTO;RS;Federal;80% ou mais;Médio Alto;552,14;544,26;542,78;536,46;585,06;587,04
3638;COLEGIO CENECISTA DE CARATINGA;CARATINGA;MG;Privada;80% ou mais;Alto;552,13;540,64;546,3;529,42;592,15;609,17
3639;SESI 404 CENTRO EDUCACIONAL;VALINHOS;SP;Privada;80% ou mais;Muito Alto;552,12;552,56;542,95;535,36;577,62;572,63
3640;CASINHA DO SABER E EXTERNATO ELVIRA RAMOS;SAO PAULO;SP;Privada;80% ou mais;Muito Alto;552,11;557,53;542,18;533,59;575,15;609,09
3641;MONTEIRO LOBATO EDUCANDARIO;EUSEBIO;CE;Privada;80% ou mais;Muito Alto;552,09;552,27;532,63;551,68;571,79;610,67
3642;INSTITUTO MON SERRAT;SAPE;PB;Privada;De 60% a 80%;Médio Alto;552,08;537,77;540,42;530,28;599,84;621,48
3643;TOMAS DE AQUINO COLEGIO;FORTALEZA;CE;Privada;De 60% a 80%;Alto;552,06;547,65;541,49;535,25;583,85;562,15
3644;COLEGIO SANTA SOFIA;GARANHUNS;PE;Privada;80% ou mais;Muito Alto;552,03;543,17;559;532,13;573,84;612
3645;RANIERI COLEGIO;SAO PAULO;SP;Privada;80% ou mais;Muito Alto;552,01;563,54;529,93;523,57;591;648,89
3646;OLIMPUS COL- ENSINO FUNDAMENTAL E MEDIO;ARAPONGAS;PR;Privada;80% ou mais;Muito Alto;552,01;547,46;545,78;536,84;577,94;553,6
3647;GRUPO POTENCIA - SISTEMA GPI;MAGE;RJ;Privada;De 60% a 80%;Médio Alto;552,01;564,03;513,91;532,78;597,3;556,52
3648;FITO ESCOLA DE EDUCACAO BASICA UNIDADE II;OSASCO;SP;Privada;De 60% a 80%;Alto;552;547,51;547,84;519,79;592,85;582,22
3649;CENTRO ORIENTADO E PREPARATORIO METODO LTDA;GOIANIA;GO;Privada;De 40% a 60%;Alto;551,98;562,97;528,76;519,61;596,59;665,19
3650;MARIA DOLORES ALCANTARA E SILVA EEEP;HORIZONTE;CE;Estadual;80% ou mais;Médio Baixo;551,94;551,76;534,1;531,72;590,17;617,87
3651;INSTITUTO JESUS EUCARISTICO;RIO DE JANEIRO;RJ;Privada;80% ou mais;Alto;551,93;551,57;530,1;536,74;589,32;564,76
3652;DECISAO ITABUNA;ITABUNA;BA;Privada;Menos de 20%;Sem informação;551,91;560,26;511,55;542,39;593,44;661,43
3653;COLEGIO E CURSO EVOLUCAO;PAU DOS FERROS;RN;Privada;De 60% a 80%;Alto;551,9;539,48;550,98;527,91;589,23;621,82
3654;CENTRO EDUCACIONAL JR RIBEIRO;SANTA MARIA DA VITORIA;BA;Privada;80% ou mais;Médio Alto;551,89;566,13;532,94;519,69;588,8;563,33
3655;COLEGIO ACADEMICO III;SALVADOR;BA;Privada;Menos de 20%;Alto;551,89;556,86;520,78;534,62;595,29;590,8
3656;COLEGIO RESSURREICAO;RIO DE JANEIRO;RJ;Privada;De 60% a 80%;Sem informação;551,89;536,54;559,19;523,41;588,41;610
3657;COLEGIO DE APLICACAO ULBRA;ITUMBIARA;GO;Privada;80% ou mais;Muito Alto;551,88;558,26;521,37;538,55;589,33;597,33
3658;COLEGIO PASSAREDO UNIDADE II;RIO DE JANEIRO;RJ;Privada;De 40% a 60%;Alto;551,88;548;528,33;543,5;587,69;629,23
3659;COLEGIO AMERICANO BATISTA DE GUARAPARI - UNIDADE I;GUARAPARI;ES;Privada;De 40% a 60%;Alto;551,86;527,26;544,31;558,99;576,89;603,75
3660;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA - CAMPUS COLORADO DO OESTE;COLORADO DO OESTE;RO;Federal;80% ou mais;Médio;551,85;535,03;546,65;542,38;583,36;541,25
3661;PAIVA ANDRADE COLEGIO;FORTALEZA;CE;Privada;De 60% a 80%;Alto;551,85;554,38;534,72;528,3;589,99;623,83
3662;INSTITUTO EDUCACIONAL PARAIBANO LTDA ME;JOAO PESSOA;PB;Privada;Menos de 20%;Alto;551,85;545,07;536;527,78;598,54;630,21
3663;DOM MACARIO SCHMITT COLEGIO;FRANCO DA ROCHA;SP;Privada;80% ou mais;Alto;551,83;563,59;519,25;514,02;610,46;595,65
3664;PARQUE BELEM ETEC;SAO PAULO;SP;Estadual;80% ou mais;Alto;551,81;565,44;518,92;523,26;599,63;608,82
3665;MAXIME CENTRO EDUCACIONAL;GUARAPARI;ES;Privada;De 60% a 80%;Muito Alto;551,81;543,82;545,68;538,46;579,27;649,23
3666;PARQUE SANTO ANTONIO ETEC;SAO PAULO;SP;Estadual;80% ou mais;Alto;551,81;567,79;533,83;512,89;592,71;580,3
3667;MONTEIRO LOBATO COLEGIO;ITAPEVA;SP;Privada;De 40% a 60%;Muito Alto;551,79;543,46;560,51;534,99;568,18;592,8
3668;JUVENAL DE CARVALHO COLEGIO;FORTALEZA;CE;Privada;De 60% a 80%;Alto;551,78;552,05;536,96;535,26;582,86;658,66
3669;COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE DR CEZAR TOLEDO;ANAPOLIS;GO;Estadual;80% ou mais;Alto;551,78;552,21;542,39;527,56;584,95;589,1
3670;INSTITUTO DE EDUCACAO AQUARELA;PARACAMBI;RJ;Privada;80% ou mais;Alto;551,76;558,67;520,88;530,47;597,03;592,23
3671;COLEGIO SALVATORIANO BOM CONSELHO;PASSO FUNDO;RS;Privada;80% ou mais;Muito Alto;551,76;536,08;544,91;536,79;589,27;650
3672;ESCOLA DO SESI PROFº NEURILIA DE SOUZA MEDEIROS;TRES LAGOAS;MS;Privada;80% ou mais;Alto;551,75;554,39;532,88;533,1;586,62;607,89
3673;ALPIS VEREDAS COLEGIO;ITAPETININGA;SP;Privada;80% ou mais;Muito Alto;551,72;548,12;530,64;527,91;600,21;601,18
3674;SANT ANNA PRO COLEGIO;VINHEDO;SP;Privada;Menos de 20%;Sem informação;551,71;550,73;549,17;524,59;582,34;561,97
3675;ESCOLA PARQUE DA CRIANCA LTDA;SALVADOR;BA;Privada;De 40% a 60%;Médio Alto;551,65;563,82;505;550,67;587,13;625,22
3676;ESCOLA PROFESSOR JONATHAS PONTES ATHIAS;ORIXIMINA;PA;Privada;80% ou mais;Médio Alto;551,65;549,42;530,68;525,67;600,84;654,29
3677;SALGUEIRO COLEGIO;SAO PAULO;SP;Privada;80% ou mais;Muito Alto;551,64;550,85;533,51;540,86;581,34;593,04
3678;CENTRO EDUC PORTO DAS AGUAS LTDA;PORTO BELO;SC;Privada;De 60% a 80%;Alto;551,63;548,81;537,23;538,12;582,37;594,74
3679;PAULO DE TARSO COLEGIO;SAO PAULO;SP;Privada;De 60% a 80%;Muito Alto;551,62;558,36;537,24;525,66;585,22;538,75
3680;COLEGIO DIOCESANO LEAO XIII EDUCACAO INFANTIL ENSINO FUNDAMENTAL MEDIO E PROFISSIONAL;PARANAGUA;PR;Privada;80% ou mais;Muito Alto;551,61;546,11;538,86;528,92;592,56;611,16
3681;COLEGIO MULTIVISAO;ARAPIRACA;AL;Privada;80% ou mais;Muito Alto;551,61;557,6;523,61;537,61;587,62;592
3682;EDUC SAO FRANCISCO DE ASSIS;ITAMONTE;MG;Privada;De 60% a 80%;Alto;551,59;537,18;577,95;511,49;579,74;538,82
3683;JARDIM ESCOLA POPI LTDA - COL CELIO RODRIGUES;RIO DE JANEIRO;RJ;Privada;De 40% a 60%;Alto;551,59;555,88;527,83;537,64;585;570,67
3684;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS-CAMPUS ARACUAI;ARACUAI;MG;Federal;80% ou mais;Médio Alto;551,58;547,27;531,71;532,16;595,18;600,34
3685;MARINES TEODORO DE FREITAS ALMEIDA PROFA ETEC;NOVO HORIZONTE;SP;Estadual;80% ou mais;Médio Alto;551,57;551,72;550,08;518,41;586,08;555,07
3686;COLEGIO POLIS;CARMO DO PARANAIBA;MG;Privada;De 60% a 80%;Alto;551,52;533;560,16;545,98;566,92;627,2
3687;ESCOLA SESI CRIXAS;CRIXAS;GO;Privada;Menos de 20%;Sem informação;551,5;565,43;515,5;540,16;584,91;540,83
3688;COLEGIO NOSSA SRA AUXILIADORA;SOUSA;PB;Privada;80% ou mais;Médio Alto;551,49;531,08;542,07;550,09;582,72;628,12
3689;C EDUCATIVO PASSIONISTA MAE DA SANTA ESPERANCA;BRASILIA;DF;Privada;80% ou mais;Alto;551,49;551,61;539,08;527,93;587,33;552,5
3690;COLEGIO MV1 SAO GONCALO;SAO GONCALO;RJ;Privada;80% ou mais;Alto;551,47;557,9;531,92;520,2;595,86;650,2
3691;CENTRO EDUCACIONAL VISAO;JOAO PINHEIRO;MG;Privada;80% ou mais;Médio Alto;551,46;559,45;517,88;535,45;593,05;623,64
3692;LUTERANO INSTITUTO EDUCACIONAL;FERRAZ DE VASCONCELOS;SP;Privada;De 60% a 80%;Alto;551,45;554,52;539,1;525,12;587,08;570
3693;PARANA C E DO EF M PROFIS;CURITIBA;PR;Estadual;De 60% a 80%;Alto;551,43;550,01;538,2;524,52;593;566,49
3694;COLEGIO NOSSA SENHORA DOS PRAZERES LTDA;GOIANINHA;RN;Privada;80% ou mais;Médio Alto;551,41;558,34;528,41;526,5;592,4;636,25
3695;VIVENDO E APRENDENDO COLEGIO;OSASCO;SP;Privada;De 60% a 80%;Sem informação;551,41;577,43;503,86;534,48;589,85;578,33
3696;SESI 344 CENTRO EDUCACIONAL;RIBEIRAO PRETO;SP;Privada;80% ou mais;Alto;551,41;555,52;562,91;509,36;577,84;598
3697;AUTENTICO COLEGIO;GUARULHOS;SP;Privada;De 60% a 80%;Alto;551,4;537,15;560,55;532,44;575,46;551,43
3698;ESCOLA COOPERATIVISTA DE IRECE;IRECE;BA;Privada;80% ou mais;Médio Alto;551,4;534,8;529,85;542,71;598,24;632,29
3699;INTERATIVO PIRASSUNUNGA COLEGIO;PIRASSUNUNGA;SP;Privada;De 40% a 60%;Alto;551,4;530,67;569,65;540,88;564,4;544,17
3700;MUNDIAL COLEGIO E CURSO LTDA;NATAL;RN;Privada;80% ou mais;Médio Alto;551,39;546,45;520,88;544,57;593,66;630,56
3701;SEBRAE ESC TEC DE FORM GERENCIAL;NOVA LIMA;MG;Privada;80% ou mais;Alto;551,36;553,13;534,65;526,7;590,96;577,36
3702;ESCOLA BATISTA BETANIA DE GRAVATA;GRAVATA;PE;Privada;80% ou mais;Alto;551,35;568,96;523;540,93;572,5;589,03
3703;EE ORDEM E PROGRESSO;BELO HORIZONTE;MG;Estadual;De 60% a 80%;Alto;551,34;550,17;543,78;522,99;588,41;589,93
3704;COL DISNEYLANDIA - INST SILVA SERPA;SAO PEDRO DA ALDEIA;RJ;Privada;De 60% a 80%;Alto;551,33;544,95;551,76;521,56;587,04;582,69
3705;COLEGIO NOVA EPOCA;GOIANIA;GO;Privada;De 60% a 80%;Médio Alto;551,32;546,46;552,17;524,73;581,93;561,67
3706;ATIVA DE ITAPIRA ESCOLA;ITAPIRA;SP;Privada;80% ou mais;Sem informação;551,31;563,34;536,76;515,58;589,57;578,67
3707;SESI 298 CENTRO EDUCACIONAL;RIBEIRAO PRETO;SP;Privada;80% ou mais;Muito Alto;551,28;545,84;556,55;532,42;570,33;595,33
3708;ESCOLA DE ENSINO MEDIO IMPULSO AO SABER;CAXIAS DO SUL;RS;Privada;Menos de 20%;Sem informação;551,26;550,46;543,22;523,58;587,79;578,67
3709;META COLEGIO;INDAIATUBA;SP;Privada;De 40% a 60%;Muito Alto;551,24;554,71;529,07;527,56;593,64;564,49
3710;RIBEIRAO PIRES DE ENSINO MEDIO CENTRO EDUCACIONAL;RIBEIRAO PIRES;SP;Privada;80% ou mais;Muito Alto;551,24;554,67;533,47;535,16;581,64;596,36
3711;COLEGIO TIRADENTES PMMG;MONTES CLAROS;MG;Estadual;80% ou mais;Alto;551,22;550,96;530,35;525,71;597,86;568,93
3712;COLEGIO LA SALLE NITEROI;CANOAS;RS;Privada;80% ou mais;Alto;551,21;553,76;537,72;531,23;582,14;572,22
3713;SEDES SAPIENTIAE INSTITUTO DE EDUCACAO;AVARE;SP;Privada;De 40% a 60%;Alto;551,19;548,41;551,57;531,21;573,56;596
3714;FITO ESCOLA DE EDUCACAO BASICA UNIDADE I;OSASCO;SP;Privada;80% ou mais;Muito Alto;551,16;558,36;545,65;511,26;589,37;547,71
3715;COLEGIO BATISTA BRASILEIRO;SALVADOR;BA;Privada;De 40% a 60%;Alto;551,12;566,61;513,61;531,89;592,37;615,33
3716;COLEGIO ANGLO LIDER;RECIFE;PE;Privada;De 60% a 80%;Alto;551,12;558,72;537,03;523,36;585,35;621,57
3717;ESCOLA TECNICA ESTADUAL MONTEIRO LOBATO;TAQUARA;RS;Estadual;80% ou mais;Alto;551,11;548,74;552,54;522,79;580,37;549,01
3718;MA MONTENEGRO COL IRMA;FORTALEZA;CE;Privada;80% ou mais;Muito Alto;551,1;534,46;555,35;530,91;583,69;647,2
3719;COLEGIO EVANGELICO DE MARINGA-ED INFANTIL ENSINO FUNDAMENTAL E MEDIO;MARINGA;PR;Privada;80% ou mais;Muito Alto;551,07;552,25;544,4;528,35;579,26;621,82
3720;CENTRO EDUCACIONAL IMPACTO LTDA- COLEGIO EXITO;JATAI;GO;Privada;De 40% a 60%;Muito Alto;551,03;557,49;489,06;553,89;603,66;573,33
3721;COL EVANGELICO PANAMBI;PANAMBI;RS;Privada;80% ou mais;Alto;551,01;551,53;528,85;532,02;591,63;561,36
3722;DEMETRIO AZEVEDO JUNIOR DR ETEC;ITAPEVA;SP;Estadual;80% ou mais;Médio Alto;551,01;555,22;547,12;520,33;581,34;537,74
3723;FAESA CENTRO TECNICO E ENSINO MEDIO;VITORIA;ES;Privada;De 40% a 60%;Muito Alto;551;550,97;525,76;541,61;585,66;563,57
3724;COLEGIO MARISTA PIO XII;SURUBIM;PE;Privada;80% ou mais;Médio;551;546,44;530,73;536,31;590,53;636,67
3725;DOM FELIPE COLEGIO;FORTALEZA;CE;Privada;De 60% a 80%;Sem informação;550,96;566,43;524,3;530,52;582,61;684,62
3726;COLEGIO CRISTO REI;PATOS;PB;Privada;80% ou mais;Médio Alto;550,95;555,45;520,32;532,94;595,11;591,14
3727;INST ADVENT CRUZEIRO DO SUL;TAQUARA;RS;Privada;De 60% a 80%;Alto;550,92;539,81;555,58;527,84;580,48;543
3728;CEB SESI RAUL GIUBERTI;COLATINA;ES;Privada;80% ou mais;Muito Alto;550,91;545,38;523,93;541,37;592,95;616,67
3729;ESTRELA SIRIUS COLEGIO;SAO PAULO;SP;Privada;De 60% a 80%;Muito Alto;550,91;548,13;549,21;525,44;580,84;595,11
3730;DELTA COLEGIO E CURSO;BEBEDOURO;SP;Privada;De 60% a 80%;Muito Alto;550,9;534,88;542,2;539,68;586,86;541,14
3731;ASSOCIACAO EDUCACIONAL DE CACAPAVA;CACAPAVA;SP;Privada;80% ou mais;Alto;550,9;562,61;554,34;505,66;580,98;602,94
3732;COLEGIO AUTENTICO LTDA;CAMPINA GRANDE;PB;Privada;De 60% a 80%;Alto;550,9;545,61;538,87;526,82;592,29;649,58
3733;COLEGIO METROPOLITANO;PIRACICABA;SP;Privada;De 60% a 80%;Muito Alto;550,84;563,65;528,23;521,45;590,05;614,74
3734;VALDEMAR ALCANTARA COLEGIO;BOA VIAGEM;CE;Privada;De 40% a 60%;Sem informação;550,84;553,33;565,02;501,11;583,9;620
3735;ATHENAS INSTITUTO DE EDUCACAO;ARUJA;SP;Privada;De 60% a 80%;Muito Alto;550,84;556,73;535,4;530,65;580,59;553
3736;MOURA LACERDA COLEGIO UNIDADE I;RIBEIRAO PRETO;SP;Privada;De 60% a 80%;Muito Alto;550,77;563,65;518,32;513,4;607,72;640
3737;COLEGIO ADVENTISTA - FADMINAS;LAVRAS;MG;Privada;De 40% a 60%;Alto;550,76;549,32;530,8;534,7;588,23;620
3738;ISAAC NEWTON ESCOLA UNIDADE II;SAO PAULO;SP;Privada;80% ou mais;Alto;550,75;541,99;544,98;522,41;593,63;573,04
3739;ESCOLA DE ENSINO MEDIO EDUCACAO PROFISSIONAL DA FUMEP COTIP;PIRACICABA;SP;Municipal;De 60% a 80%;Muito Alto;550,71;532,76;560,83;533,93;575,33;512
3740;DIMENSAO CURSO E COLEGIO DE E FUND E MEDIO;AVARE;SP;Privada;De 40% a 60%;Alto;550,71;556,32;522,47;526,71;597,35;595
3741;ESCOLA DO CENTRO DE ATIVIDADES DE JACAREPAGUA;RIO DE JANEIRO;RJ;Privada;Menos de 20%;Sem informação;550,7;550,06;543,06;508,61;601,05;555,2
3742;XV DE NOVEMBRO COLEGIO INTEGRADO;SAO PAULO;SP;Privada;De 40% a 60%;Alto;550,67;539,74;536,54;544,5;581,9;555
3743;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TOCANTINS CAMPUS PARAISO DO TOCANTINS;PARAISO DO TOCANTINS;TO;Federal;80% ou mais;Médio;550,67;551,11;538,83;528,69;584,03;575,19
3744;ADVENTISTA DE PAULINIA COLEGIO;PAULINIA;SP;Privada;80% ou mais;Muito Alto;550,66;532,47;549,74;536,91;583,51;589,47
3745;MAIRIPORA INSTITUTO ENSINO FUNDAMENTAL E MEDIO;MAIRIPORA;SP;Privada;80% ou mais;Muito Alto;550,65;551,33;545,95;537,28;568,04;555
3746;SISTEMA EDUCACIONAL RADAR;VITORIA DE SANTO ANTAO;PE;Privada;80% ou mais;Médio Alto;550,64;554,99;534,85;530,69;582,05;561,86
3747;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA - CAMPUS SANTO AMARO;SANTO AMARO;BA;Federal;80% ou mais;Médio;550,62;548,34;529,44;521,58;603,1;653,33
3748;SESI 356 CENTRO EDUCACIONAL;AMPARO;SP;Privada;80% ou mais;Alto;550,58;563,3;527,94;528,77;582,33;591,82
3749;EXTERNATO SANTA TEREZINHA;ARARAQUARA;SP;Privada;80% ou mais;Alto;550,58;556,06;537,87;523,32;585,07;641,2
3750;COLEGIO LA SALLE;CARAZINHO;RS;Privada;De 60% a 80%;Alto;550,57;551,06;536,21;521,29;593,72;599,2
3751;COL JOHN WESLEY;IPATINGA;MG;Privada;De 60% a 80%;Alto;550,57;549,54;534,72;528,49;589,51;597,78
3752;ADVENTISTA CIDADE ADEMAR ESCOLA;SAO PAULO;SP;Privada;De 60% a 80%;Alto;550,53;565,11;527,04;529,94;580,03;578,22
3753;COLEGIO BATISTA DE ITABUNA;ITABUNA;BA;Privada;80% ou mais;Alto;550,53;578,07;481,22;536,96;605,88;616,67
3754;SANTA MONICA CENTRO EDUCACIONAL - SANTA CRUZ;RIO DE JANEIRO;RJ;Privada;80% ou mais;Alto;550,51;552,8;529,61;531,3;588,35;619,57
3755;CENTRO EDUCACIONAL PAULO NEVES FREIRE LTDA EPP;SAO JOSE;SC;Privada;80% ou mais;Muito Alto;550,51;563,64;536,27;518,47;583,68;549
3756;COLEGIO DOM BOSCO MATRIZ;PETROLINA;PE;Privada;80% ou mais;Alto;550,51;546,8;539,85;530,63;584,77;571,58
3757;COLEGIO MAIS POSITIVO;UBERLANDIA;MG;Privada;De 40% a 60%;Alto;550,51;548,93;527,99;538,77;586,33;597,69
3758;EDUCARTE COLEGIO ENSINO MEDIO;CRUZEIRO;SP;Privada;De 60% a 80%;Muito Alto;550,5;547,3;537,14;540,72;576,85;624,35
3759;COLEGIO EXTENSAO X;ARARANGUA;SC;Privada;De 60% a 80%;Alto;550,47;544,93;541,54;529,61;585,79;524,67
3760;COLEGIO ARGUMENTO;NITEROI;RJ;Privada;Menos de 20%;Muito Alto;550,45;542,87;547,38;525,63;585,93;668,42
3761;C0LEGIO UNIFICADO IGUATEMI;PORTO ALEGRE;RS;Privada;Menos de 20%;Muito Alto;550,45;551,06;550,19;520,11;580,45;578,41
3762;COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS;NITEROI;RJ;Federal;80% ou mais;Alto;550,45;545,94;538,9;526,82;590,14;675,38
3763;BOM JESUS C E C EF M;MARMELEIRO;PR;Estadual;De 60% a 80%;Médio Baixo;550,44;553,97;529,08;523,89;594,82;550
3764;SESI 398 CENTRO EDUCACIONAL;GUARULHOS;SP;Privada;De 60% a 80%;Alto;550,44;548,46;552,6;512,74;587,95;580,74
3765;ERMELINDA GIANNINI TEIXEIRA PROFA ETEC;SANTANA DE PARNAIBA;SP;Estadual;80% ou mais;Médio Alto;550,43;565,16;523,92;504,36;608,27;610,18
3766;ESC ADVENTISTA DE PADRE MIGUEL;RIO DE JANEIRO;RJ;Privada;De 60% a 80%;Médio Alto;550,41;546,81;539,33;541,62;573,88;650,59
3767;COLEGIO NOSSA SENHORA DAS DORES;BEZERROS;PE;Privada;80% ou mais;Alto;550,36;561,88;527,18;518,59;593,8;612,2
3768;CE PROFESSOR HORACIO MACEDO;RIO DE JANEIRO;RJ;Estadual;80% ou mais;Médio Alto;550,36;559,39;535,2;516,12;590,73;601,47
3769;EE DOUTOR JOSE ROBERTO DE AGUIAR;CONTAGEM;MG;Estadual;De 20% a 40%;Médio Alto;550,34;539,87;545,08;527,27;589,13;474,44
3770;CAESP;FOZ DO IGUACU;PR;Privada;De 20% a 40%;Alto;550,33;554,85;536,76;523,99;585,7;568,85
3771;COLEGIO PARAISO;SAO GONCALO;RJ;Privada;De 60% a 80%;Alto;550,3;559,85;520,67;512,51;608,18;561,76
3772;COLEGIO PARTICULAR OPCAO DE ENSINO;VITORIA DA CONQUISTA;BA;Privada;Menos de 20%;Alto;550,26;549,15;540,59;524,68;586,62;695,71
3773;COLEGIO PROF RAYMUNDO LUIZ MARINHO CARVALHO;ALEGRETE;RS;Privada;De 60% a 80%;Muito Alto;550,23;561,03;529,7;533,87;576,32;608,64
3774;JACINTO FERREIRA DE SA ETEC;OURINHOS;SP;Estadual;80% ou mais;Alto;550,22;558,82;528,58;518,01;595,49;576,27
